IBM Db2 Interactive CLI Sample Program
(C) COPYRIGHT International Business Machines Corp. 1993,1996
All Rights Reserved
Licensed Materials - Property of IBM
US Government Users Restricted Rights - Use, duplication or
disclosure restricted by GSA ADP Schedule Contract with IBM Corp.
> SELECT NAME, PARENT, CHILD, WHERECLAUSE, CARDINALITY, DBJOINREQUIRED, REMARKS, MAXRELATIONSHIPID FROM MAXRELATIONSHIP;
  CONTRACT, LABTRANS, CONTRACT, status in (select value from synonymdomain  where maxvalue in ('APPR')and domainid = 'CONTRACTSTATUS') and contracttype in (select value from synonymdomain where maxvalue in ('LABOR') and domainid='CONTRACTTYPE') and historyflag=:no and orgid = :orgid, UNDEFINED, 0, Relationship to the contract table where contract is of type labor, approved, and not history . This will return 0 or more objects., 2920
  OWNERHISTORY, WORKORDER, WOOWNERHISTORY, wonum=:wonum and woclass=:woclass and siteid=:siteid, MULTIPLE, 0, Relationship to woownerhistory table, used to find all owner history, it will contain zero or more objects., 2853
  SOLUTION, TICKET, SOLUTION, status in (select value from synonymdomain where domainid='SOLUTIONSTATUS' and maxvalue in ('ACTIVE')), UNDEFINED, 0, Relationship to the SOLUTION table, used to find all solutions in a status of active. (solution.status=ACTIVE). The resulting set will contain zero or more objects., 2760
  MEASUREPOINT_ALL, ASSET, MEASUREPOINT, assetnum = :assetnum and siteid=:siteid, MULTIPLE, 0, Relationship to the Measurepoint table, used to find the measurepoints for a given asset. (measurepoint.assetnum = asset.assetnum and measurepoint.siteid = asset.siteid ). The resulting set will contain zero or more objects., 2761
  MEASUREPOINT_ALL, LOCATIONS, MEASUREPOINT, location = :location and siteid=:siteid, MULTIPLE, 0, Relationship to the Measurepoint table, used to find the measurepoints for a given location. (measurepoint.location = locations.location and measurepoint.siteid = locations.siteid ). The resulting set will contain zero or more objects., 2762
  DOCLINKS, LABORVIEW, DOCLINKS, doclinksid in (select doclinksid from doclinks where (ownertable='LABORVIEW' and ownerid=:contractid) UNION ALL select doclinksid from doclinks where (ownertable='LABOR' and ownerid in (select laborid from labor where laborid in (select laborid from labor where laborcode in (select laborcode from laborcraftrate where laborcode in (select laborcode from laborcraftrate where contractnum=:contractnum and orgid=:orgid))))) UNION ALL select doclinksid from doclinks where (ownertable='CRAFT' and ownerid in (select craftid from craft where craftid in (select craftid from craft where craft in (select craft from craftrate where craft in (select craft from craftrate where contractnum=:contractnum and orgid=:orgid))))) UNION ALL select doclinksid from doclinks where (ownertable='COMPANIES' and ownerid = (select companiesid from companies where company=:vendor and orgid=:orgid))), UNDEFINED, 0, Relationship to the DocLinks table, used to find all document records for a given master contract. (doclinks.keytable = LABORVIEW and doclinks.keycolumn = CONTRACTNUM and doclinks.keyvalue = masterview.contractnum$DOCLINKS.KEYVALUE). The resulting set will contain zero or more objects. Note: The LABORVIEW.CONTRACTNUM field value will be formatted to match the DocLinks.KeyValue data type., 2838
  RECONRCDCLAUSE_CLASSSTRUCTURE, RECONRCDCLAUSE, CLASSSTRUCTURE, classstructureid=:assetclassstructid, UNDEFINED, 0, Asset Class Structure description, 3036
  ALLLOCATION, WORKORDER, MULTIASSETLOCCI, recordkey=:wonum and recordclass=:woclass and location is not null and worksiteid=:siteid and multiid =(select min(multiid) from multiassetlocci multi2 where multi2.recordkey=multiassetlocci.recordkey and multi2.recordclass=multiassetlocci.recordclass  and multi2.worksiteid=multiassetlocci.worksiteid and multi2.location=multiassetlocci.location and multi2.siteid=multiassetlocci.siteid), MULTIPLE, 0, -, 2383
  INVOICE, SCHLEASEVIEW, INVOICE, contractrefnum = :contractnum and contractrefrev = :revisionnum and orgid= :orgid, UNDEFINED, 0, Relationship to the Invoice table, used to find all invoices for a given contract. (invoice.contractrefnum = schleaseview.contractnum and invoice.contractrefrev = schleaseview.revisionnum and invoice.orgid = schleaseview.orgid), 2366
  SCHLEASEVIEW, INVOICE, SCHLEASEVIEW, scheduleid = :scheduleid and orgid= :orgid, UNDEFINED, 0, Relationship to the SchLeaseView view, used to find the lease contract schedule for a given invoice. (schleaseview.scheduleid = invoice.scheduleid and schleaseview.orgid = invoice.orgid), 2367
  WAITLIST, WFNODE, WFWAITLIST, processname=:processname and processrev=:processrev and nodeid=:nodeid, UNDEFINED, 0, List of things to wait for a Wait Node.  Returns one or many records., 2142
  MAXENDPOINT, MAXHANDLER, MAXENDPOINT, handlername=:handlername, UNDEFINED, 0, Relationship to theMaxEndPoint table, used to find all end point records for a given handlername. The resulting set will contain zero or more objects., 2178
  ALLPEOPLEINPERSONGROUP, PERSONGROUP, PERSON, personid in (select respparty from persongroupteam where persongroup=:persongroup), UNDEFINED, 0, Relationship to person to return all people in a group, 2179
  PERSONBILLTO, SITE, PERSON, personid=:billtolaborcode, UNDEFINED, 0, Relationship to the Person table, used to find the bill to contact person for this site (person.personid=site.billtolaborcode) This relationship will find zero or one object., 2180
  WFPROCESS, INBOUNDCOMMCFG, WFPROCESS, processname=:wfprocess, UNDEFINED, 0, Relationship between INBOUNDCOMMCFG and WFPROCESS, 2227
  EXPBUILDTREE, EXPBUILDER, EXPBUILDTREE, 1=1, UNDEFINED, 0, Relationship for exptree, 2262
  SITE, LOCAUTH, SITE, siteid = :siteid, UNDEFINED, 0, LocAuth to Site, will be one record, 2263
  MKTPRLINE, PR, PRLINE, prnum=:prnum and siteid=:siteid and mktplcitem=:yes, UNDEFINED, 0, Relationship to the PRLine table used to obtain all PRLines that have the mktplcitem flag set to true (pr.prnum=prline.prnum and prline.mktplcitem=yes).The resulting set will contain zero or more objects, 79969
  NOTIFICATIONS, WFPROCESS, WFNOTIFICATION, processname=:processname and processrev=:processrev, UNDEFINED, 0,  , 79970
  VIEWCONTINPUT, WOLOCKOUT, VIEWCONTINPUT, -, UNDEFINED, 0, Relationship to the non-persistent ViewContInput, 79848
  VIEWCONTINPUT, WORELEASE, VIEWCONTINPUT, -, UNDEFINED, 0, Relationship to the non-persistent ViewContInput, 79849
  VIEWCONTINPUT, WOSAFETYLINK, VIEWCONTINPUT, -, UNDEFINED, 0, Relationship to the non-persistent ViewContInput, 79850
  VIEWCONTINPUT, WOTAGOUT, VIEWCONTINPUT, -, UNDEFINED, 0, Relationship to the non-persistent ViewContInput, 79851
  NEWWORKORDER, TICKET, WORKORDER, origrecordclass = :class and origrecordid = :ticketid and reportdate = (select max(reportdate) from workorder where origrecordclass = :class and origrecordid = :ticketid), UNDEFINED, 0, This relationship gets the last work order created by this ticket. (origrecordclass = :class and origrecordid = :ticketid and reportdate = (select max(reportdate) from ticket where origrecordclass = :class and origrecordid = :ticketid)). One member set., 2895
  ALIASNP, MAXINTOBJDETAIL, TABLECOLUMN, -, UNDEFINED, 0, Non persistent relationship to the alias details, 79976
  LSNRBPPR, INBOUNDCOMM, PROBLEM, 1=1, UNDEFINED, 0, all problem records for inboundcomm, 79999
  RECONTASKFILTER_RECONTASKFLTRVAL, RECONTASKFILTER, RECONTASKFLTRVAL, filtername=:filtername, UNDEFINED, 0, Asset Filter for a Task, 2159
  RECONTASK_RECONTASKFILTER, RECONTASK, RECONTASKFILTER, filtername=:filtername, UNDEFINED, 0, Filters for a Reconciliation Task, 2160
  ASSETUSERCUST, PERSON, ASSETUSERCUST, personid=:personid, MULTIPLE, 0, Relationship to the assetusercust table from person where assetusercust.personid=person.personid, 2161
  VIEWTKTAFF, TICKET, TICKET, affectedperson=:affectedperson, UNDEFINED, 0, Relationship to the tickets table, used to find all tickets for the person specified in the Affected User field.  The resulting set will contain zero or many., 2197
  ITEM, FAVITEM, ITEM, itemnum = :itemnum and itemsetid = :itemsetid, UNDEFINED, 0, -, 2630
  CLASSANCESTOR, ITEM, CLASSANCESTOR, classstructureid=:classstructureid, UNDEFINED, 0, Relationship to the classancestor table, used to find the ancestor records for a given classstructure. (item.classstructureid = classancestor.classstructureid). The resulting set will contain zero or more objects., 79885
  CONTLINEASSET, WARRANTYASSET, CONTLINEASSET, contractnum=:contractnum and revisionnum=:revisionnum and orgid=:orgid and assetid=:assetid, UNDEFINED, 0, Relationship to the ContLineAsset table, used to find all lines that are related to a particular asset for a given warranty contract. (warrantyasset.contractnum = contlineasset.contractnum and warrantyasset.revisionnum=contlineasset.revisionnum and warrantyasset.orgid=contlineasset.orgid and warrantyasset.assetid=contlineasset.assetid). The resulting set will contain zero or more objects., 2757
  COMMTEMPLATE, WFASSIGNMENT, COMMTEMPLATE, templateid = :templateid, UNDEFINED, 0, Link to communication template used by the assignment. (templateid = :templateid). One member set., 2848
  VIEWPOLINE, WORKORDER, POLINE, refwo=:wonum and siteid=:siteid and ponum in (select ponum from po where po.siteid=poline.siteid and po.ponum=poline.ponum and po.revisionnum=poline.revisionnum  and status not in (select value from synonymdomain where domainid='POSTATUS' and maxvalue in ('CAN','HOLD','PNDREV','REVISE'))), MULTIPLE, 0, Relationship to the PoLine table, used to find all purchase lines related to this work order. This resulting set will contain zero or more objects., 2697
  PERSON, SITE, PERSON, personid = :contact, UNDEFINED, 0, Relationship to the Person table, used to find the person record for the site contact. (person.personid = site.contact). This relationship will find zero or one object., 2049
  COMM_CONTGRP, MASTERVIEW, CONTCOMMODITY, contractnum = :contractnum and revisionnum=:revisionnum and orgid = :orgid and commodity in (select commodity from contcommodity where parent is null), UNDEFINED, 0, Relationship to the ContCommodity table used to find all ContCommodity records for a given contract (contractnum = :contractnum and revisionnum=:revisionnum and commoditygroup in (select commodity from commodities where parent is null)), 2557
  ALLLOCATIONS, WORKORDER, LOCATIONS, siteid=:siteid, MULTIPLE, 0, -, 2725
  PERSONGROUPS, SITE, PERSONGROUP, persongroup = :contactgroup, UNDEFINED, 0, Relationship to the PersonGroup table, used to find the person group record for the site contact group. (persongroup.persongroupid = site.contactgroup). This relationship will find zero or one object., 2050
  SELTICKET, TICKET, TICKET, ticketid!=:ticketid or class!=:class, UNDEFINED, 0, Relationship to the ticket table, used to find all tickets except itself. This result set will contain zero or more objects., 2627
  MAXSEQUENCE, MAXOBJECTCFG, MAXSEQUENCE, tbname = :entityname, UNDEFINED, 0, Relationship from MaxObjectCfg to MaxSequence, 2628
  CLASSIFICATION_ADD, CLASSSTRUCTURE, CLASSIFICATION, classificationid=:classificationid, UNDEFINED, 0, Relationship to the classification table, used to find the classification records for a given classstructure. (classstructure.classificationid = classification.classificationid). The resulting set will contain zero or more objects., 79914
  ASSIGNMENT, WMASSIGNMENT, ASSIGNMENT, assignmentid=:assignmentid, UNDEFINED, 0, Relationship to the Assignment Table; used to find Assignments that are equivalent to WMAssignments., 2296
  INVOICELINE, SCHPURCHVIEW, INVOICELINE, invoicenum in (select invoicenum from invoice where invoice.scheduleid = :scheduleid and invoice.orgid = :orgid), UNDEFINED, 0, -, 2164
  PERSON, LABTRANS, PERSON, personid in (select personid from labor where laborcode = :laborcode), UNDEFINED, 0, Relationship to find person for the labtrans.labor.laborcode, 2165
  TICKETTOTAL, TICKET, TICKETTOTAL, -, UNDEFINED, 0, -, 2166
  VIEWREVHIST, LEASEVIEW, LEASEVIEW, contractnum=:contractnum and orgid=:orgid, UNDEFINED, 0, Relationship to the LeaseView table used to find all LeaseView for a given Lease Contract, 2360
  COMPLETEWF, WFASSIGNMENT, COMPLETEWF, -, UNDEFINED, 0, Relationship to the nonpersistent parameter set for completing a workflow assignment action., 2083
  CONTCOMMODITY, COMMODITIES, CONTCOMMODITY, commodity = :commodity and parent=:parent and contractnum in (select contractnum from contract where contract.contractnum=contcommodity.contractnum and contract.revisionnum=contcommodity.revisionnum and contract.status in (select value from synonymdomain where domainid='CONTRACTSTATUS' and maxvalue='APPR')), UNDEFINED, 0, Relationship to the CONTCOMMODITY table, used to find the contract records. The resulting set will contain none or many  object., 1699
  CONTRACTSITE, LEASEVIEW, SITE, orgid in (select orgid from organization where itemsetid in (select itemsetid from organization where orgid=:orgid) and companysetid in (select companysetid from organization where orgid=:orgid)), UNDEFINED, 0, Relationship to the Site table, used to find all sites that use the same itemset and companyset as the current contract site. The resulting set will contain zero or more objects., 2357
  WFPROCESS, WFINSTANCE, WFPROCESS, processname = :processname and processrev = (select processrev from wfrevision where processname = mainprocess and processname = :processname and revision = :revision), UNDEFINED, 0, Relationship to WFPROCESS from WFINSTANCE, which display all records where processnames and process revision match between WFPROCESS and WFINSTANCE.  This relationship will find 0 or more objects., 2482
  INVLOT, MATUSETRANS, INVLOT, itemnum = :itemnum and location = :storeloc and lotnum=:lotnum and siteid=:siteid and itemsetid = :itemsetid, UNDEFINED, 0, Relationship to the InvLot table, used to find the lot information for the material issue. (invlot.itemnum=matusetrans.itemnum and invlot.location = matusetrans.storeloc and invlot.lotnum = matusetrans.lotnum and invlot.siteid = matusetrans.siteid and invlot.itemsetid = matusetrans.itemsetid ). The resulting set will contain zero or one object., 2682
  SHOWWFTASKASSIGNMENTS, SHOWWFTASK, WFASSIGNMENT, 1=2, UNDEFINED, 0, Relationship to the WFAssignment table, used to edit the task assignments., 2640
  WFTRANSACTION, RFQ, WFTRANSACTION, ownertable = 'RFQ' and ownerid = :rfqid, UNDEFINED, 0, Relationship to workflow transactions. (ownertable = 'RFQ' and ownerid = :rfqid). Zero to many member set., 2769
  ASSETUSER, ASSET, ASSETUSERCUST, assetnum=:assetnum and siteid=:siteid and isuser=:yes, UNDEFINED, 0, Relationship to the assetusercust records, used to find the asset records for a given user., 2580
  ASSETCUSTODIAN, ASSET, ASSETUSERCUST, assetnum=:assetnum and siteid=:siteid and iscustodian=:yes, UNDEFINED, 0, Relationship to the assetusercust records, used to find the asset records for a given custodian., 2581
  CHILDCONTRACTS, MASTERVIEW, CONTRACT, masternum=:contractnum and orgid=:orgid, UNDEFINED, 0, Relationship to the Contract table used to find all Contract records for a given master contract (masterview.contractnum=contract.masternum and masterview.orgid=contract.orgid), 2582
  MASTERCONTRACT, CONTRACT, MASTERVIEW, contractnum=:masternum and status in (select value from synonymdomain where domainid = 'CONTRACTSTATUS' and maxvalue='APPR'), UNDEFINED, 0, Relationship to the Master Contract table, used to find the Master records for a given contract. (contract.masternum = masterview.contractnum and master.status=APPR). The resulting set will contain zero or more objects., 2583
  SAFETYLEXICON, LOCATIONS, SAFETYLEXICON, location = :location and siteid=:siteid, UNDEFINED, 0, Relationship to the SafetyLexicon table, used to find the lexicon of safety terms which contain the operating location. (locations.location =safetylexicon.location). The resulting set will contain zero or more objects., 1401
  MAXTRANSFORMPROC, MAXPROCCOLS, MAXTRANSFORMPROC, ifacename=:ifacename and procname=:procname and intobjectname=:intobjectname and usewith=:usewith and fieldname=:fieldname, UNDEFINED, 0, Relationship to the MaxTransformProc table for all transforms, used to find all transform records for a given intpoinname, procname and fieldname. The resulting set will contain zero or more objects., 1562
  LOCOPER, METERINGROUP, LOCOPER, groupname = :groupname, UNDEFINED, 0, Relationship to the LocOper table, used to find the LocOper objects associated with this MeterInGroup's GroupName. The WHERE clause is: locoper.groupname = meteringroup.groupname. The resulting set will contain zero or more objects., 1537
